docid,text_data,dupe_count,level_0
10500605,"The FCC's Open Internet Rules (net neutrality rules) are extremely important to me. I urge you to protect them.\r\n\r\nI don't want ISPs to have the power to block websites, slow them down, give some sites an advantage over others, or split the Internet into ""fast lanes"" for companies that pay and ""slow lanes"" for the rest.\r\n\r\nNow is not the time to let giant ISPs censor what we see and do online.\r\n\r\nCensorship by ISPs is a serious problem. Comcast has throttled Netflix, AT&T blocked FaceTime, Time Warner Cable throttled the popular game League of Legends, and Verizon admitted it will introduce fast lanes for sites that pay-and slow lanes for everyone else-if the FCC lifts the rules. This hurts consumers and businesses large and small.\r\n\r\nCourts have made clear that if the FCC ends Title II classification, the FCC must let ISPs offer ""fast lanes"" to websites for a fee.\r\n\r\nChairman Pai has made clear that he intends to do exactly this.\r\n\r\nBut if some companies can pay our ISPs to have their content load faster, startups and small businesses that can't pay those fees won't be able to compete. You will kill the open marketplace that has enabled millions of small businesses and created the 5 most valuable companies in America-just to further enrich a few much less valuable cable giants famous for sky-high prices and abysmal customer service.\r\n\r\nInternet providers will be able to impose a private tax on every sector of the American economy.\r\n\r\nMoreover, under Chairman Pai's plan, ISPs will be able to make it more difficult to access political speech that they don't like. They'll be able to charge fees for website delivery that would make it harder for blogs, nonprofits, artists, and others who can't pay up to have their voices heard.\r\n\r\nI'm sending this to the FCC's open proceeding, but I worry that Chairman Pai, a former Verizon lawyer, has made his plans and will ignore me and millions of other Americans.\r\n\r\nSo I'm also sending this to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II, and denounce Chairman Pai's plans. Do whatever you can to dissuade him.\r\n\r\nThank you!\r\nRebecca Barrett",1,0
10227636,"The FCC's Open Internet Rules (net neutrality rules) are extremely important to me. I urge you to protect them.\n\nI don't want ISPs to have the power to block websites, slow them down, give some sites an advantage over others, or split the Internet into ""fast lanes"" for companies that pay and ""slow lanes"" for the rest.\n\nNow is not the time to let giant ISPs censor what we see and do online.\n\nCensorship by ISPs is a serious problem. Comcast has throttled Netflix, AT&T blocked FaceTime, Time Warner Cable throttled the popular game League of Legends, and Verizon admitted it will introduce fast lanes for sites that pay-and slow lanes for everyone else-if the FCC lifts the rules. This hurts consumers and businesses large and small.\n\nCourts have made clear that if the FCC ends Title II classification, the FCC must let ISPs offer ""fast lanes"" to websites for a fee.\n\nChairman Pai has made clear that he intends to do exactly this.\n\nBut if some companies can pay our ISPs to have their content load faster, startups and small businesses that can't pay those fees won't be able to compete. You will kill the open marketplace that has enabled millions of small businesses and created the 5 most valuable companies in America-just to further enrich a few much less valuable cable giants famous for sky-high prices and abysmal customer service.\n\nInternet providers will be able to impose a private tax on every sector of the American economy.\n\nMoreover, under Chairman Pai's plan, ISPs will be able to make it more difficult to access political speech that they don't like. They'll be able to charge fees for website delivery that would make it harder for blogs, nonprofits, artists, and others who can't pay up to have their voices heard.\n\nI'm sending this to the FCC's open proceeding, but I worry that Chairman Pai, a former Verizon lawyer, has made his plans and will ignore me and millions of other Americans.\n\nSo I'm also sending this to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II, and denounce Chairman Pai's plans. Do whatever you can to dissuade him.\n\nThank you!\r\nShaun McNeill",2,0
7480006,"The FCC's Open Internet Rules (net neutrality rules) are extremely important to me. I urge you to protect them.

I don't want ISPs to have the power to block websites, slow them down, give some sites an advantage over others, or split the Internet into ""fast lanes"" for companies that pay and ""slow lanes"" for the rest.

Now is not the time to let giant ISPs censor what we see and do online.

Censorship by ISPs is a serious problem. Comcast has throttled Netflix, AT&T blocked FaceTime, Time Warner Cable throttled the popular game League of Legends, and Verizon admitted it will introduce fast lanes for sites that pay-and slow lanes for everyone else-if the FCC lifts the rules. This hurts consumers and businesses large and small.

Courts have made clear that if the FCC ends Title II classification, the FCC must let ISPs offer ""fast lanes"" to websites for a fee.

Chairman Pai has made clear that he intends to do exactly this.

But if some companies can pay our ISPs to have their content load faster, startups and small businesses that can't pay those fees won't be able to compete. You will kill the open marketplace that has enabled millions of small businesses and created the 5 most valuable companies in America-just to further enrich a few much less valuable cable giants famous for sky-high prices and abysmal customer service.

Internet providers will be able to impose a private tax on every sector of the American economy.

Moreover, under Chairman Pai's plan, ISPs will be able to make it more difficult to access political speech that they don't like. They'll be able to charge fees for website delivery that would make it harder for blogs, nonprofits, artists, and others who can't pay up to have their voices heard.

I'm sending this to the FCC's open proceeding, but I worry that Chairman Pai, a former Verizon lawyer, has made his plans and will ignore me and millions of other Americans.

So I'm also sending this to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II, and denounce Chairman Pai's plans. Do whatever you can to dissuade him.

Thank you!
David Gardyasz",1,0
11299777,"I am in favor of strong net neutrality under Title II of the Telecommunications Act.


Sincerely,
Billie Imel",138,3
3908876,"Mr Pai:  I am concerned about the FCC regulations on the Internet. I'd like to ask the Federal Communications Commission to undo Obama's decision to take over the Internet. People like me, not the FCC, should enjoy whatever services they desire. Obama's decision to take over the Internet is a corruption of the open Internet. It stopped a market-based system that functioned very smoothly for a long time with both parties' support.",2,14
10547588,"Don't screw this one up you guys.\r\n\r\nThe FCC's Open Internet Rules (net neutrality rules) are extremely important to me. I urge you to protect them. \r\n\r\nI don't want ISPs to have the power to block websites, slow them down, give some sites an advantage over others, or split the Internet into ""fast lanes"" for companies that pay and ""slow lanes"" for the rest.\r\n\r\nNow is not the time to let giant ISPs censor what we see and do online.\r\n\r\nCensorship by ISPs is a serious problem. Comcast has throttled Netflix, AT&T blocked FaceTime, Time Warner Cable throttled the popular game League of Legends, and Verizon admitted it will introduce fast lanes for sites that pay-and slow lanes for everyone else-if the FCC lifts the rules. This hurts consumers and businesses large and small.\r\n\r\nTo put it as simply as I can, the internet operates at the most basic level as a way of exchanging billions of billions of bits of data between terminal users (you) on a network (the world wide web).\r\nNet Neutrality, at its essence guarantees that those who control the flow of that data treats all of them equally.\r\nMy data \xe2\x80\x93 the 1\xe2\x80\x99s and 0\xe2\x80\x99s that make up the web pages, pictures, songs, videos and cat memes I want to upload and download \xe2\x80\x93 are legally just as important as yours. This holds true even if we happen to be competitors arguing over who slows the whole network down by sending and receiving the most data.\r\nThe idea here is that if all of that data is treated equally, the internet can continue to operate as objectively as possible (some will argue with me on that point \xe2\x80\x93 and I hope they do) \xe2\x80\x93 and for as many people worldwide as possible.\r\n\r\nCourts have made clear that if the FCC ends Title II classification, the FCC must let ISPs offer ""fast lanes"" to websites for a fee.\r\n\r\nChairman Pai has made clear that he intends to do exactly this.\r\n\r\nBut if some companies can pay our ISPs to have their content load faster, startups and small businesses that can't pay those fees won't be able to compete. You will kill the open marketplace that has enabled millions of small businesses and created the 5 most valuable companies in America-just to further enrich a few much less valuable cable giants famous for sky-high prices and abysmal customer service.\r\n\r\nInternet providers will be able to impose a private tax on every sector of the American economy.\r\n\r\nMoreover, under Chairman Pai's plan, ISPs will be able to make it more difficult to access political speech that they don't like. They'll be able to charge fees for website delivery that would make it harder for blogs, nonprofits, artists, and others who can't pay up to have their voices heard.\r\n\r\nI'm sending this to the FCC's open proceeding, but I worry that Chairman Pai, a former Verizon lawyer, has made his plans and will ignore me and millions of other Americans.\r\n\r\nSo I'm also sending this to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II, and denounce Chairman Pai's plans. Do whatever you can to dissuade him.\r\n\r\nThank you!\r\nCorey H. Abramson",1,0
10366932,"The FCC's Open Internet Rules (net neutrality rules) are extremely important to me. I urge you to protect them.\n\nI don't want ISPs to have the power to block websites, slow them down, give some sites an advantage over others, or split the Internet into ""fast lanes"" for companies that pay and ""slow lanes"" for the rest.\n\nNow is not the time to let giant ISPs censor what we see and do online.\n\nCensorship by ISPs is a serious problem. Comcast has throttled Netflix, AT&T blocked FaceTime, Time Warner Cable throttled the popular game League of Legends, and Verizon admitted it will introduce fast lanes for sites that pay-and slow lanes for everyone else-if the FCC lifts the rules. This hurts consumers and businesses large and small.\n\nCourts have made clear that if the FCC ends Title II classification, the FCC must let ISPs offer ""fast lanes"" to websites for a fee.\n\nChairman Pai has made clear that he intends to do exactly this.\n\nBut if some companies can pay our ISPs to have their content load faster, startups and small businesses that can't pay those fees won't be able to compete. You will kill the open marketplace that has enabled millions of small businesses and created the 5 most valuable companies in America-just to further enrich a few much less valuable cable giants famous for sky-high prices and abysmal customer service.\n\nInternet providers will be able to impose a private tax on every sector of the American economy.\n\nMoreover, under Chairman Pai's plan, ISPs will be able to make it more difficult to access political speech that they don't like. They'll be able to charge fees for website delivery that would make it harder for blogs, nonprofits, artists, and others who can't pay up to have their voices heard.\n\nI'm sending this to the FCC's open proceeding, but I worry that Chairman Pai, a former Verizon lawyer, has made his plans and will ignore me and millions of other Americans.\n\nSo I'm also sending this to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II, and denounce Chairman Pai's plans. Do whatever you can to dissuade him.\n\nThank you!\r\nAshlen Kurre",2,0
644147,"Keep the Internet free, like the Founding Fathers intended!

Pls vote to continue Net Neutrality. We can't trust corporations to value people over money without a law in place to enforce that. Thank you.",1,-1
9042494,"I can't believe I have to write this, it would seem to me, a normal thinking inelegant adult human being  would see the importance of net neutrally. 



My family run a small business in the country side of NC, this could really negatively impact us.



Please think about your actions from a different perspective. Thank you.",1,-1
383704,I would like you to preserve net neutrality by maintaining Title II status for ISPs.,1,-1
3289983,"Dear Commissioners:  I'm contacting you about the Obama takeover of the Internet. I strongly recommend the government to undo The Obama/Wheeler scheme to regulate the Internet. Individual citizens, rather than big government, should be free to select whatever applications we desire. The Obama/Wheeler scheme to regulate the Internet is a exploitation  of the open Internet. It undid a free-market approach that worked exceptionally successfully for many years with bipartisan support.",1,14
2552109,"Mr Pai:  Hi, I'd like to comment on the FCC's so-called Open Internet order. I want to implore the commissioners to repeal Barack Obama's power grab to take over the Internet. Americans, rather than the FCC, should be free to enjoy the products we prefer. Barack Obama's power grab to take over the Internet is a perversion of the open Internet. It ended a hands-off policy that performed fabulously successfully for a long time with bipartisan consensus.",2,14
7998587,"Don't take away net neutrality! The only way to safeguard it is through Title II. Losing net neutrality takes power away from citizens and gives it to Big Telecom. As an ATT customer, I don't want to give that monster any more power.",1,-1
4006333,"To whom it may concern:  In the matter of the future of the Internet. I'd like to advocate Chairman Pai to repeal The previous administration's plan to control the web. Individuals, not the FCC Enforcement Bureau, should be able to enjoy which products we desire. The previous administration's plan to control the web is a betrayal of the open Internet. It undid a free-market policy that worked very well for a long time with bipartisan backing.",2,14
2929153,"To whom it may concern:  I'm a voter worried about restoring Internet freedom. I ask the Federal Communications Commission to rescind President Obama's decision to regulate the Internet. Citizens, rather than big government, should be able to purchase the services we desire. President Obama's decision to regulate the Internet is a betrayal of net neutrality. It stopped a market-based framework that performed very, very smoothly for many years with both parties' backing.",1,14
10450417,"The FCC's Open Internet Rules (net neutrality rules) are extremely important to me. I urge you to protect them.\n\nI don't want ISPs to have the power to block websites, slow them down, give some sites an advantage over others, or split the Internet into ""fast lanes"" for companies that pay and ""slow lanes"" for the rest.\n\nNow is not the time to let giant ISPs censor what we see and do online.\n\nCensorship by ISPs is a serious problem. Comcast has throttled Netflix, AT&T blocked FaceTime, Time Warner Cable throttled the popular game League of Legends, and Verizon admitted it will introduce fast lanes for sites that pay-and slow lanes for everyone else-if the FCC lifts the rules. This hurts consumers and businesses large and small.\n\nCourts have made clear that if the FCC ends Title II classification, the FCC must let ISPs offer ""fast lanes"" to websites for a fee.\n\nChairman Pai has made clear that he intends to do exactly this.\n\nBut if some companies can pay our ISPs to have their content load faster, startups and small businesses that can't pay those fees won't be able to compete. You will kill the open marketplace that has enabled millions of small businesses and created the 5 most valuable companies in America-just to further enrich a few much less valuable cable giants famous for sky-high prices and abysmal customer service.\n\nInternet providers will be able to impose a private tax on every sector of the American economy.\n\nMoreover, under Chairman Pai's plan, ISPs will be able to make it more difficult to access political speech that they don't like. They'll be able to charge fees for website delivery that would make it harder for blogs, nonprofits, artists, and others who can't pay up to have their voices heard.\n\nI'm sending this to the FCC's open proceeding, but I worry that Chairman Pai, a former Verizon lawyer, has made his plans and will ignore me and millions of other Americans.\n\nSo I'm also sending this to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II, and denounce Chairman Pai's plans. Do whatever you can to dissuade him.\n\nThank you!\r\nEric Bogdaschewskyi",1,0
7918546,"The FCC's Open Internet Rules (net neutrality rules) are extremely important to me. I urge you to protect them.

I don't want ISPs to have the power to block websites, slow them down, give some sites an advantage over others, or split the Internet into ""fast lanes"" for companies that pay and ""slow lanes"" for the rest.

Now is not the time to let giant ISPs censor what we see and do online.

Censorship by ISPs is a serious problem. Comcast has throttled Netflix, AT&T blocked FaceTime, Time Warner Cable throttled the popular game League of Legends, and Verizon admitted it will introduce fast lanes for sites that pay-and slow lanes for everyone else-if the FCC lifts the rules. This hurts consumers and businesses large and small.

Courts have made clear that if the FCC ends Title II classification, the FCC must let ISPs offer ""fast lanes"" to websites for a fee.

Chairman Pai has made clear that he intends to do exactly this.

But if some companies can pay our ISPs to have their content load faster, startups and small businesses that can't pay those fees won't be able to compete. You will kill the open marketplace that has enabled millions of small businesses and created the 5 most valuable companies in America-just to further enrich a few much less valuable cable giants famous for sky-high prices and abysmal customer service.

Internet providers will be able to impose a private tax on every sector of the American economy.

Moreover, under Chairman Pai's plan, ISPs will be able to make it more difficult to access political speech that they don't like. They'll be able to charge fees for website delivery that would make it harder for blogs, nonprofits, artists, and others who can't pay up to have their voices heard.

I'm sending this to the FCC's open proceeding, but I worry that Chairman Pai, a former Verizon lawyer, has made his plans and will ignore me and millions of other Americans.

So I'm also sending this to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II, and denounce Chairman Pai's plans. Do whatever you can to dissuade him.

Thank you!
Steven hapgood",2,0
2655898,"To the FCC:  I'm a voter worried about an open Internet. I encourage the Federal Communications Commission to overturn Barack Obama's power grab to take over the Internet. Citizens, rather than the FCC, deserve to buy the applications they desire. Barack Obama's power grab to take over the Internet is a perversion of the open Internet. It undid a market-based policy that worked very, very successfully for decades with bipartisan backing.",1,14
7911872,"If Net Neutrality isn't saved, the pool of ideas will stagnate, the economy will be hurt by lack of innovation, and I'll vote in anyway that I can to remove any person responsible.",1,-1
9078264,The second you put a cap on the internet and and the services provided you are killing innovation and the peoples ability to speak and share their minds equally. The proposed violations of net neutrality will only serve to put chains on that ability for creators to be innovative. It will allow them to only go so far instead of allowing them to see their dreams to the end. Please don't allow this injustice to take place.,1,-1
150767,"For the love of God, do not take away net neutrality. This is the beginning of the end of a free and open internet. Do the right thing.",1,-1
7632804,"I hope you see that we think that internet companies should not have an excuse to raise prices AGAIN to all consumers and that includes allowing the internet to be a ""pay for play Service"" 

I hope you can allow us to have the opportunity of making the internet work towards EXPANDING high speed internet throughout this great nation more then allowing them to save money or MAKE MORE money without expanding the service. Thank you for your time",1,-1
2787485,"I'm very worried about the FCC's Open Internet order. I want to ask the FCC to reverse Barack Obama's scheme to control the Internet. Citizens, as opposed to unelected bureaucrats, should be able to use whichever services they want. Barack Obama's scheme to control the Internet is a perversion of the open Internet. It reversed a hands-off framework that worked fabulously well for a long time with nearly universal consensus.",1,14
9070012,"This is a letter I wrote myself, not a stock letter. I care!!! The FCC's Open Internet Rules (net neutrality rules) are extremely important to me. I urge you to protect them.

I don't want ISPs to have the power to block websites, slow them down, give some sites an advantage over others, or split the Internet into ""fast lanes"" for companies that pay and ""slow lanes"" for the rest.

Now is not the time to let giant ISPs censor what we see and do online.

Censorship by ISPs is a serious problem. Comcast has throttled Netflix, AT&T blocked FaceTime, Time Warner Cable throttled the popular game League of Legends, and Verizon admitted it will introduce fast lanes for sites that pay-and slow lanes for everyone else-if the FCC lifts the rules. This hurts consumers and businesses large and small.

Courts have made clear that if the FCC ends Title II classification, the FCC must let ISPs offer ""fast lanes"" to websites for a fee.

Chairman Pai has made clear that he intends to do exactly this.

But if some companies can pay our ISPs to have their content load faster, startups and small businesses that can't pay those fees won't be able to compete. You will kill the open marketplace that has enabled millions of small businesses and created the 5 most valuable companies in America-just to further enrich a few much less valuable cable giants famous for sky-high prices and abysmal customer service.

Internet providers will be able to impose a private tax on every sector of the American economy.

Moreover, under Chairman Pai's plan, ISPs will be able to make it more difficult to access political speech that they don't like. They'll be able to charge fees for website delivery that would make it harder for blogs, nonprofits, artists, and others who can't pay up to have their voices heard.

I'm sending this to the FCC's open proceeding, but I worry that Chairman Pai, a former Verizon lawyer, has made his plans and will ignore me and millions of other Americans.

So I'm also sending this to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II, and denounce Chairman Pai's plans. Do whatever you can to dissuade him.

Thank you!",1,0
4905646,"To the Federal Communications Commission:  I have concerns about net neutrality rules. I implore the government to reverse President Obama's plan to control the Internet. Individual citizens, rather than the FCC Enforcement Bureau, should purchase which applications we prefer. President Obama's plan to control the Internet is a corruption of net neutrality. It undid a hands-off framework that performed exceptionally successfully for many years with both parties' consensus.",1,14
541665,"I fully support keeping the current net neutrality laws as defined under Title II. With the current amalgamation of internet service providers and content providers, there is an inherent opportunity for these merged companies to leverage their position as the sole internet provider in a geographic area to promote their own content over that of other companies. There is not enough local-level competition in the residential high speed internet sector to prevent this kind of behavior that is not good for creating a free and open market of delivering online content to consumers.",1,-1
2168448,I support strong net neutrality laws of Internet Service Providers under title 2.,1,-1
4800686,"Dear Chairman Pai,  I'm very concerned about NET NEUTRALITY. I request the commission to undo President Obama's policy to regulate broadband. Individual Americans, not so-called experts, should use the services they prefer. President Obama's policy to regulate broadband is a exploitation  of the open Internet. It disrupted a light-touch approach that performed supremely well for a long time with Republican and Democrat backing.",1,14
4012567,"To whom it may concern:  I'm very concerned about restoring Internet freedom. I strongly request the FCC to rescind Barack Obama's policy to take over the web. Citizens, rather than Washington bureaucrats, should enjoy whatever applications they want. Barack Obama's policy to take over the web is a betrayal of the open Internet. It stopped a pro-consumer framework that performed fabulously well for many years with both parties' backing.",2,14
2968146,"FCC commissioners,  I have concerns about restoring Internet freedom. I'd like to request the government to repeal The previous administration's scheme to control broadband. Individual Americans, as opposed to the FCC Enforcement Bureau, deserve to enjoy whichever products we choose. The previous administration's scheme to control broadband is a corruption of the open Internet. It stopped a market-based approach that functioned very successfully for two decades with Republican and Democrat approval.",1,14
10408408,"The FCC's Open Internet Rules (net neutrality rules) are extremely important to me. I urge you to protect them.\n\nI don't want ISPs to have the power to block websites, slow them down, give some sites an advantage over others, or split the Internet into ""fast lanes"" for companies that pay and ""slow lanes"" for the rest.\n\nNow is not the time to let giant ISPs censor what we see and do online.\n\nCensorship by ISPs is a serious problem. Comcast has throttled Netflix, AT&T blocked FaceTime, Time Warner Cable throttled the popular game League of Legends, and Verizon admitted it will introduce fast lanes for sites that pay-and slow lanes for everyone else-if the FCC lifts the rules. This hurts consumers and businesses large and small.\n\nCourts have made clear that if the FCC ends Title II classification, the FCC must let ISPs offer ""fast lanes"" to websites for a fee.\n\nChairman Pai has made clear that he intends to do exactly this.\n\nBut if some companies can pay our ISPs to have their content load faster, startups and small businesses that can't pay those fees won't be able to compete. You will kill the open marketplace that has enabled millions of small businesses and created the 5 most valuable companies in America-just to further enrich a few much less valuable cable giants famous for sky-high prices and abysmal customer service.\n\nInternet providers will be able to impose a private tax on every sector of the American economy.\n\nMoreover, under Chairman Pai's plan, ISPs will be able to make it more difficult to access political speech that they don't like. They'll be able to charge fees for website delivery that would make it harder for blogs, nonprofits, artists, and others who can't pay up to have their voices heard.\n\nI'm sending this to the FCC's open proceeding, but I worry that Chairman Pai, a former Verizon lawyer, has made his plans and will ignore me and millions of other Americans.\n\nSo I'm also sending this to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II, and denounce Chairman Pai's plans. Do whatever you can to dissuade him.\n\nThank you!\r\nLawrence McConnell",1,0
3381407,"Chairman Pai:  I'm concerned about the Open Internet order. I want to recommend Chairman Pai to repeal The Obama/Wheeler plan to take over broadband. Americans, not Washington, should be free to enjoy whatever applications they prefer. The Obama/Wheeler plan to take over broadband is a perversion of the open Internet. It stopped a light-touch approach that performed exceptionally smoothly for two decades with bipartisan support.",1,14
2781900,"Dear Chairman Pai,  My comments re: Title 2 and net neutrality. I want to encourage you to reverse The Obama/Wheeler decision to regulate the Internet. Individuals, rather than Washington, ought to enjoy which products they choose. The Obama/Wheeler decision to regulate the Internet is a distortion of the open Internet. It broke a pro-consumer policy that functioned very well for decades with nearly universal approval.",1,14
742303,"Net neutrality is essential in protecting the basic rights of citizens for an open and free internet. Abolishing title II restrictions and going on ""faith"" that multimillion dollar corporations will do the right thing is criminally naive. Large corporations have proven nearly every time to choose making money over the greater good of the population at large. Leave net neutrality restrictions in place.",1,-1
3470766,"To whom it may concern:  Regarding the FCC rules on the Internet. I'd like to recommend the government to overturn Obama's plan to regulate broadband. Individual Americans, as opposed to the FCC Enforcement Bureau, should select whatever applications we want. Obama's plan to regulate broadband is a exploitation  of the open Internet. It disrupted a hands-off framework that worked remarkably smoothly for decades with broad bipartisan support.",2,14
2273094,"Chairman Pai:  I am a voter worried about net neutrality regulations. I would like to request the government to undo Barack Obama's plan to take over Internet access. Citizens, rather than big government, should use whichever applications we prefer. Barack Obama's plan to take over Internet access is a distortion of the open Internet. It broke a free-market framework that worked exceptionally successfully for decades with bipartisan support.",2,14
2802561,"Dear Mr. Pai,  Hi, I'd like to comment on the Obama takeover of the Internet. I want to advocate Ajit Pai to undo Obama's plan to regulate broadband. Internet users, not the FCC, should use the products we want. Obama's plan to regulate broadband is a corruption of the open Internet. It ended a light-touch policy that performed supremely well for a long time with both parties' backing.",1,14
2279957,"To whom it may concern:  With respect to Net Neutrality and Title II. I want to request the Federal Communications Commission to rescind The previous administration's plan to take over the web. Internet users, not big government, ought to purchase which services they want. The previous administration's plan to take over the web is a corruption of the open Internet. It stopped a pro-consumer system that performed remarkably successfully for decades with both parties' consensus.",2,14
21813609,Everyone needs an open internet...it s good for America.,1,-1
2559274,"Chairman Pai:  I'm very concerned about Internet freedom. I suggest Ajit Pai to reverse The Obama/Wheeler order to control broadband. Citizens, rather than so-called experts, should be empowered to buy whichever services they prefer. The Obama/Wheeler order to control broadband is a corruption of net neutrality. It stopped a hands-off policy that functioned exceptionally well for decades with both parties' consensus.",2,14
349808,"Games are only fair if there are rules and referees. If the rules are taken away, then the most skilled players won't be the ones being rewarded, it will be the players most willing to exploit their competitors. If Net Neutrality is removed from Title II protection, the winners will be companies with deep pockets who are more willing to exploit their competitors and the public than anyone else. The losers will be everyone else. Please keep the internet free by retaining Title II oversight of ISP's for the sake of small business, internet users and the ethical companies that would be forced to compete with those who would exploit a game without referees.",1,-1
22087011,"The internet is a basic necessity for me and others like me in my community. Without the open internet, we lose our ability to tell our own stories, find opportunity, and define our own destinies.



I believe internet providers should not have the power to discriminate against certain types of content Ñ especially since people of color and other marginalized folks will suffer the most.



I'm urging FCC Chairman Ajit Pai to preserve real Net Neutrality under the FCC's existing rules and keep broadband internet access classified under Title II.



It is Capitalist GREED that motivates you. You are pushing revolt, this is too close to people's heart, of which you have none. Don't be an ass. Ajit",1,-1
7634135,"The FCC's Open Internet Rules (net neutrality rules) are extremely important to me. I urge you to protect them.

I don't want ISPs to have the power to block websites, slow them down, give some sites an advantage over others, or split the Internet into ""fast lanes"" for companies that pay and ""slow lanes"" for the rest.

Now is not the time to let giant ISPs censor what we see and do online.

Censorship by ISPs is a serious problem. Comcast has throttled Netflix, AT&T blocked FaceTime, Time Warner Cable throttled the popular game League of Legends, and Verizon admitted it will introduce fast lanes for sites that pay-and slow lanes for everyone else-if the FCC lifts the rules. This hurts consumers and businesses large and small.

Courts have made clear that if the FCC ends Title II classification, the FCC must let ISPs offer ""fast lanes"" to websites for a fee.

Chairman Pai has made clear that he intends to do exactly this.

But if some companies can pay our ISPs to have their content load faster, startups and small businesses that can't pay those fees won't be able to compete. You will kill the open marketplace that has enabled millions of small businesses and created the 5 most valuable companies in America-just to further enrich a few much less valuable cable giants famous for sky-high prices and abysmal customer service.

Internet providers will be able to impose a private tax on every sector of the American economy.

Moreover, under Chairman Pai's plan, ISPs will be able to make it more difficult to access political speech that they don't like. They'll be able to charge fees for website delivery that would make it harder for blogs, nonprofits, artists, and others who can't pay up to have their voices heard.

I'm sending this to the FCC's open proceeding, but I worry that Chairman Pai, a former Verizon lawyer, has made his plans and will ignore me and millions of other Americans.

So I'm also sending this to my members of Congress. Please publicly support the FCC's existing net neutrality rules based on Title II, and denounce Chairman Pai's plans. Do whatever you can to dissuade him.

Thank you!
Don Mccall",1,0
9228775,"I strongly oppose Chairman Pai's proposal to reverse net neutrality protections because a free and open internet is vital for our democracy, for our businesses, and for our daily lives.



Net neutrality is a vital principle in a democratic society. The internet is what it is today because net neutrality has been built into it from the very beginning.The biggest losers under Chairman Pai's proposal are independent news outlets, small businesses, start-up blogs, grassroots activist groups...and everyone who uses the internet. And we won't stay quiet while mega-corporations gain control over the information we consume every day.



Chairman Pai's pay-to-play model would give giant internet companies the power to prioritize what we read, watch, and explore online. They already have successful business without any benefits that they'd accrue due to rolling back net neutrality.  There is not reason to give up the benefits of net neutrality just to give them a bit (or even a lot) more profit.



I won't stand for it. It's about my right to be heard and my right to hear others. I submit my public comment to oppose Chairman Pai's proposal to reverse net neutrality protections.",1,-1
8990487,Net neutrality should be nearly considered a human right. Not just something to distort for the profit of big business because you're extra income of bribes decreased.,1,-1
2784601,"FCC:  Hi, I'd like to comment on Net neutrality. I would like to urge the FCC to undo President Obama's plan to take over the web. Individuals, as opposed to Washington bureaucrats, deserve to use the applications we desire. President Obama's plan to take over the web is a corruption of net neutrality. It reversed a light-touch framework that performed very well for a long time with nearly universal backing.",1,14
4819936,"FCC commissioners,  I have concerns about Network Neutrality. I want to request the Federal Communications Commission to repeal President Obama's power grab to control the web. People like me, rather than the FCC Enforcement Bureau, should enjoy the services we desire. President Obama's power grab to control the web is a exploitation  of the open Internet. It reversed a market-based framework that functioned very successfully for many years with Republican and Democrat consensus.",1,14
7751327,"Please protect net neutrality. It is needed for small business to thrive and innovation at all levels. 
Ted Zimnicki",1,-1
919935,"To remove the consumer internet protections guaranteed by Title 2 benefits no one but the Internet Service providers. It does not help the tax paying consumers in any way. If you are actually considering this it only means that you do not have the best interest of your boss in mind when you are carrying out your job responsibilities. Your boss IS NOT Donald Trump or the ISP's.It us, the American tax payer. Many politicians have not come to fully realize the full potential of the revolution that is happening. But make no mistake. If you screw up Net Neutrality. We will fire you, we will fire the people that put you in office and we will reinstate the common sense consumer protections that only a partisan corporate tool would remove.",1,-1
3319776,"Dear FCC,  I'd like to share my thoughts on Net Neutrality and Title II. I strongly implore the FCC to repeal The Obama/Wheeler order to take over broadband. Individual citizens, rather than unelected bureaucrats, should select whatever applications we desire. The Obama/Wheeler order to take over broadband is a distortion of net neutrality. It stopped a light-touch framework that worked very, very smoothly for two decades with nearly universal backing.",1,14
2041846,"Net neutrality is important in our modern information age. Moreover these companies have a responsibility to All the American people- we gave them the right to use the airways not the other way around. they are quasi-public agencies and must take that obligation seriously. The American people need to be placed before their stockholders. they do not need the additional funds. They already make a fortune from the public right of way. Keep net neutrality.

",1,-1
